System,NodeID,SpeciesID,StageID,Stage,SpeciesID.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeSD,BodySizeN,BodySizeEstimation,BodySizeNotes,Abundance(no./ha),Abundance95%CL,AbundanceDF,Biomass(kg/ha),Biomass95%CL,BiomassDF,BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,NodeNotes
EPB,187,141,1,adult,141.1,American Avocet,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,304.3,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.38541215,22,0.0117918,0.11728092,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Recurvirostridae,Recurvirostra,americana,NA
EPB,188,142,1,adult,142.1,American Bittern,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,700,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.03803739,22,0.0038751,0.02662617,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Botaurus,lentiginosus,NA
EPB,191,145,1,adult,145.1,American Wigeon,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,780,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.04,4.38762321,22,0.8117714,3.42234611,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Anas,americana,NA
EPB,192,146,1,adult,146.1,Black-bellied Plover,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,225.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.16,0.53536218,22,0.0362014,0.12072417,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Chardridae,Pluvialis,squatarola,NA
EPB,193,147,1,adult,147.1,Black-crowned Night Heron,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,869.6,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.15,0.87969227,22,0.1293747,0.7649804,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Nycticorax,nycticorax,NA
EPB,195,149,1,adult,149.1,Black Skimmer,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,326.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05505888,22,0.0018074,0.01797672,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Rhynchops,niger,NA
EPB,196,150,1,adult,150.1,Black Turnstone,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,121.25,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.03,0.33035327,22,0.0040273,0.04005533,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Arenaria,melanocephala,NA
EPB,198,152,1,adult,152.1,Brant,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,1457.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.11411216,22,0.0242053,0.16631847,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Branta,bernicla,NA
EPB,199,153,1,adult,153.1,Brown Pelican,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,3057,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0,0.02752944,22,0.0084615,0.08415749,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Pelicaniformes,NA,NA,NA,Pelicanidae,Pelecanus,occidentalis,NA
EPB,200,154,1,adult,154.1,Bufflehead,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,401,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.08,0.66127982,22,0.031078,0.26517321,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Bucephala,albeola,NA
EPB,203,157,1,adult,157.1,California Gull,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,738,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Larus,californicus,NA
EPB,204,158,1,adult,158.1,Caspian Tern,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,655.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.0604281,22,0.0054431,0.03961062,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Sterna,caspia,NA
EPB,205,159,1,adult,159.1,Cinnamon Teal,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,359,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.1,0.85550905,22,0.0347787,0.30712775,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Anas,cyanoptera,NA
EPB,206,160,1,adult,160.1,Clapper Rail,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,289.15,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.1,0.38185963,22,0.028212,0.11041471,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Gruiformes,NA,NA,NA,Rallidae,Rallus,longirostrus,NA
EPB,210,164,1,adult,164.1,Dunlin,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,51.45,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.14,0.87324397,22,0.0074053,0.0449284,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Calidris,alpina,NA
EPB,211,165,1,adult,165.1,Eared Grebe,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,397.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.03,0.11889853,22,0.0101772,0.04726216,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Podicipediformes,NA,NA,NA,Podicipedidae,Podiceps,nigricollis,NA
EPB,213,167,1,adult,167.1,Forster's Tern,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,158,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05116734,22,0.0017493,0.00808444,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Sterna,forsteri,NA
EPB,214,168,1,adult,168.1,Great Blue Heron,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,2400,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.11835403,22,0.1029661,0.28404968,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Ardea,herodius,NA
EPB,215,169,1,adult,169.1,Great Egret,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,873.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.08,0.27852887,22,0.0676974,0.24329497,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Egretta,alba,NA
EPB,218,172,1,adult,172.1,Greater Yellowlegs,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,165,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.1670431,22,0.0068506,0.02756211,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Tringa,melanoleuca,NA
EPB,219,173,1,adult,173.1,Green-winged Teal,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,338,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.84,4.67264539,22,0.2825367,1.57935414,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Anas,crecca,NA
EPB,220,174,1,adult,174.1,Killdeer,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,95,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.30307257,22,0.0034841,0.02879189,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Chardridae,Chardrius,vociferus,NA
EPB,221,175,1,adult,175.1,Long-billed Curlew,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,754.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.77,2.159571,22,0.5842256,1.62939632,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Numenius,americanus,NA
EPB,224,178,1,adult,178.1,Least Sandpiper,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,20.9,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.01,5.38073943,22,0.0210571,0.11245745,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Calidris,minutilla,NA
EPB,225,179,1,adult,179.1,Lesser Scaup,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,773.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05505888,22,0.004282,0.04258804,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Athya,affinis,NA
EPB,226,180,1,adult,180.1,Least Tern,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,48.1,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",NA,NA,NA,6.657e-4,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008); only present in summer,Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Sterna,antillarum,NA
EPB,227,181,1,adult,181.1,Marbled Godwit,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,367.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.5,9.77833694,22,0.5495452,3.59353883,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Limosa,fedoa,NA
EPB,228,182,1,adult,182.1,Mallard,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,1186.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.47,2.69982517,22,0.5615845,3.2033425699999998,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Anas,platyrhynchos,NA
EPB,230,184,1,adult,184.1,Northern Harrier,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,424.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.03803739,22,0.00235,0.01614687,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Falconiformes,NA,NA,NA,Accipitridae,Circus,cyanus,NA
EPB,232,186,1,adult,186.1,Osprey,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,1650,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.09092674,22,0.0274023,0.15002913,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Falconiformes,NA,NA,NA,Accipitridae,Pandion,haliaetus,NA
EPB,235,189,1,adult,189.1,Ring-billed Gull,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,518.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.05,0.36603779,22,0.0283444,0.1897906,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Larus,delawarensis,NA
EPB,236,190,1,adult,190.1,Red-breasted Merganser,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,1040.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.08258832,22,0.00864,0.08593314,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Mergus,serrator,NA
EPB,237,191,1,adult,191.1,Reddish Egret,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,613.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.07140307,22,0.0101887,0.04380578,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Egretta,rufescens,NA
EPB,241,195,1,adult,195.1,Ruddy Turnstone,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,107,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",NA,NA,NA,7.404e-4,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008); only present in summer,Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Arenaria,intepres,NA
EPB,242,196,1,adult,196.1,Short-billed Dowitcher,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,110,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.09,0.51268226,22,0.010352,0.05639505,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Limnodromus,griseus,NA
EPB,243,197,1,adult,197.1,Semipalmated Plover,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,46.95,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.07,0.47711277,22,0.0035087,0.02240044,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Chardridae,Charadrius,semipalmatus,NA
EPB,244,198,1,adult,198.1,Snowy Egret,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,369,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.14026574,22,0.0165971,0.05175806,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Egretta,thula,NA
EPB,245,199,1,adult,199.1,Snowy Plover,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,41.2,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.3434416,22,0.0018246,0.01414979,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Chardridae,Charadrius,alexandrinius,NA
EPB,246,200,1,adult,200.1,Sora,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,79.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.03803739,22,4.401e-4,0.00302397,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Gruiformes,NA,NA,NA,Rallidae,Porzana,carolina,NA
EPB,249,203,1,adult,203.1,Tricolored Heron,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,415,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.09277852,22,0.0071793,0.03850308,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Egretta,tricolor,NA
EPB,251,205,1,adult,205.1,Western Grebe,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,1314,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.1032354,22,0.0136389,0.13565131,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Podicipediformes,NA,NA,NA,Podicipedidae,Aechmophorus,occidentalis,NA
EPB,252,206,1,adult,206.1,Western Gull,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,875,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.1,0.83949402,22,0.0896109,0.73455727,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Larus,occidentalis,NA
EPB,253,207,1,adult,207.1,Western Sandpiper,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,24.2,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.23,1.57016561,22,0.0054926,0.03799801,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Calidris,mauri,NA
EPB,254,208,1,adult,208.1,Whimbrel,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,404,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.07918113,22,0.0055912,0.03198918,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Numenius,phaeopus,NA
EPB,255,209,1,adult,209.1,Willet,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,270,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",2.16,18.5992274,22,0.5823604,5.0217914,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Catoptrophorus,semipalmatus,NA
EPB,257,211,1,adult,211.1,copepod-thalassinidean,copepod,taxon,Family,likely two species,feeding,commensal,commensal,predator,NA,NA,NA,NA,1.1485e-4,NA,NA,approximation,mean volumetric across two Hemicyclops spp in literature,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Crustacea,NA,Copepoda,NA,Cyclopoida,NA,NA,NA,Clausidiidae,NA,NA,NA
EPB,260,214,1,adult,214.1,Picornavirus,virus,taxon,Species,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPB,261,215,1,adult,215.1,apicomplexan.Tagelus,protist,taxon,Species,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7928.84151,7.01326613,NA,NA,NA,NA,NA,Protozoa,Apicomplexa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPB,266,220,1,adult,220.1,gregarine-Pachy,protist,taxon,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,1.13e-6,NA,2,species,volumetric,NA,7928.84151,7.01326613,NA,NA,NA,NA,NA,Protozoa,Apicomplexa,NA,NA,NA,Gregarinea,NA,NA,NA,NA,NA,NA,NA,NA
EPB,267,221,1,adult,221.1,microsporan?mc oval,protist,taxon,Species,NA,feeding,infectious,infectious,parasitoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0052066,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPB,268,222,1,adult,222.1,microsporan?mc RL,protist,taxon,Species,NA,feeding,infectious,infectious,parasitoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72e-5,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPB,269,223,1,adult,223.1,microsporan?prob,protist,taxon,Species,NA,feeding,infectious,infectious,parasitoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0022637,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPB,270,224,1,adult,224.1,microsporidean Hemi,protist,taxon,Species,NA,feeding,infectious,infectious,parasitoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1268512,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPB,272,226,1,adult,226.1,microsporidean Uca,protist,taxon,Species,NA,feeding,infectious,infectious,parasitoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5671156,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EPB,273,227,1,adult,227.1,Plasmodium sp.,protist,taxon,Genus,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protozoa,Apicomplexa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plasmodium,sp.,NA
EPB,274,228,1,adult,228.1,Trichodina sp.,protist,taxon,Genus,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protozoa,Ciliophora,NA,NA,Oligohymenophorea,NA,NA,NA,NA,NA,Trichodinidae,Trichodina,sp.,NA
EPB,276,230,1,adult,230.1,graffillid,turbellarian,taxon,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,4.32e-5,NA,1,species,volumetric,49726.81,61168.0564,7.02971926,0.0021482,0.00264246,7.02971926,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Turbellaria,NA,NA,NA,NA,NA,Graffillidae,NA,NA,NA
EPB,277,231,1,adult,231.1,Gyrodactylus sp.,monogenean,taxon,Genus,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,7.53e-5,NA,NA,approximation,equal microcotylid,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Platyhelminthes,NA,NA,Monogenea,Polyonchoinea,NA,NA,NA,NA,Gyrodactylidae,Gyrodactylus,sp.,NA
EPB,278,232,1,adult,232.1,Microcotyle sp.,monogenean,taxon,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,7.53e-5,NA,NA,species,volumetric,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Platyhelminthes,NA,NA,Monogenea,NA,NA,NA,NA,NA,Microcotylidae,Microcotyle,sp.,NA
EPB,279,233,1,adult,233.1,Acanthoparyphium spinulosum,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,9.74e-4,NA,NA,species,volumetric; literature (Martin & Adams 1961),NA,NA,NA,2.598e-4,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Echinostomatidae,Acanthoparyphium,spinulosum,NA
EPB,280,234,1,adult,234.1,microphallid-assiminea,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.395e-4,NA,NA,quantified apportionment,applied relative abundance of mcercs compared to csm),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Microphallidae,NA,NA,NA
EPB,281,235,1,adult,235.1,Austrobilharzia sp.,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,8.6e-5,NA,NA,species,volumetric; literature (Short & Holliman 1961),NA,NA,NA,8.5e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Schistosomatidae,Austrobilharzia,sp.,NA
