System,NodeID,SpeciesID,StageID,Stage,SpeciesID.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeSD,BodySizeN,BodySizeEstimation,BodySizeNotes,Abundance(no./ha),Abundance95%CL,AbundanceDF,Biomass(kg/ha),Biomass95%CL,BiomassDF,BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,NodeNotes
BSQ,225,179,1,adult,179.1,Lesser Scaup,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,773.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.38541215,22,0.0299737,0.29811629,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Athya,affinis,NA
BSQ,227,181,1,adult,181.1,Marbled Godwit,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,367.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",5.18,20.6221242,22,1.9052255,7.57863063,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Limosa,fedoa,NA
BSQ,231,185,1,adult,185.1,Northern Pintail,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,946.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.20998632,22,0.0340577,0.19875205,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Anas,acuta,NA
BSQ,232,186,1,adult,186.1,Osprey,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,1650,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05505888,22,0.0091341,0.09084715,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Falconiformes,NA,NA,NA,Accipitridae,Pandion,haliaetus,NA
BSQ,233,187,1,adult,187.1,Pied-billed Grebe,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,416,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.04546337,22,0.0034544,0.01891276,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Podicipediformes,NA,NA,NA,Podicipedidae,Podilymbus,podiceps,NA
BSQ,234,188,1,adult,188.1,Pectoral Sandpiper,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,60.85,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.0604281,22,5.053e-4,0.00367705,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Calidris,melanotus,NA
BSQ,235,189,1,adult,189.1,Ring-billed Gull,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,518.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.04546337,22,0.0043055,0.02357276,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Larus,delawarensis,NA
BSQ,236,190,1,adult,190.1,Red-breasted Merganser,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,1040.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.03,0.11855397,22,0.0316801,0.12335541,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Anseriformes,NA,NA,NA,Anatidae,Mergus,serrator,NA
BSQ,237,191,1,adult,191.1,Reddish Egret,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,613.5,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.09280172,22,0.0118868,0.05693386,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Egretta,rufescens,NA
BSQ,238,192,1,adult,192.1,Red Knot,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,136,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.11011776,22,0.0015057,0.01497601,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Calidris,canutus,NA
BSQ,239,193,1,adult,193.1,Royal Tern,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,345,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.01,0.05505888,22,0.0019099,0.01899531,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Sterna,maxima,NA
BSQ,242,196,1,adult,196.1,Short-billed Dowitcher,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,110,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.41,4.85699059,22,0.1546706,0.53426897,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Limnodromus,griseus,NA
BSQ,244,198,1,adult,198.1,Snowy Egret,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,369,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.1,0.26024223,22,0.0377902,0.09602938,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Egretta,thula,NA
BSQ,249,203,1,adult,203.1,Tricolored Heron,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,415,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.04,0.10400419,22,0.0149329,0.04316174,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Ciconiiformes,NA,NA,NA,Ardeidae,Egretta,tricolor,NA
BSQ,252,206,1,adult,206.1,Western Gull,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,resident,NA,875,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.05,0.19072955,22,0.0435945,0.16688835,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Laridae,Larus,occidentalis,NA
BSQ,253,207,1,adult,207.1,Western Sandpiper,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,24.2,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.04,3.97609183,22,0.0251857,0.09622142,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Calidris,mauri,NA
BSQ,254,208,1,adult,208.1,Whimbrel,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,404,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",0.02,0.14755182,22,0.0100641,0.05961093,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Numenius,phaeopus,NA
BSQ,255,209,1,adult,209.1,Willet,bird,taxon,Species,NA,feeding,free-living,free-living,predator,NA,high,migrant,NA,270,NA,NA,species,"literature (generally the Birds of North America series (Poole & Gill, eds 1992-2003) or Sibley 2003)",1.5,4.89385275,22,0.4058026,1.32134024,22,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Chordata,Vertebrata,NA,Aves,NA,Charadriiformes,NA,NA,NA,Scolopacidae,Catoptrophorus,semipalmatus,NA
BSQ,257,211,1,adult,211.1,copepod-thalassinidean,copepod,taxon,Family,likely two species,feeding,commensal,commensal,predator,NA,NA,NA,NA,1.1485e-4,NA,NA,approximation,mean volumetric across two Hemicyclops spp in literature,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Crustacea,NA,Copepoda,NA,Cyclopoida,NA,NA,NA,Clausidiidae,NA,NA,NA
BSQ,262,216,1,adult,216.1,apicomplexan-spionid,protist,taxon,Species,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protozoa,Apicomplexa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,266,220,1,adult,220.1,gregarine-Pachy,protist,taxon,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,1.13e-6,NA,2,species,volumetric,NA,NA,NA,NA,NA,NA,NA,NA,Protozoa,Apicomplexa,NA,NA,NA,Gregarinea,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,271,225,1,adult,225.1,microsporidean pachy Prob[1],protist,taxon,Species,NA,feeding,infectious,infectious,parasitoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7404231,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Protozoa,Microsporidia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,273,227,1,adult,227.1,Plasmodium sp.,protist,taxon,Genus,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protozoa,Apicomplexa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plasmodium,sp.,NA
BSQ,274,228,1,adult,228.1,Trichodina sp.,protist,taxon,Genus,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protozoa,Ciliophora,NA,NA,Oligohymenophorea,NA,NA,NA,NA,NA,Trichodinidae,Trichodina,sp.,NA
BSQ,277,231,1,adult,231.1,Gyrodactylus sp.,monogenean,taxon,Genus,NA,feeding,infectious,infectious,pathogen,NA,NA,NA,NA,7.53e-5,NA,NA,approximation,equal microcotylid,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Platyhelminthes,NA,NA,Monogenea,Polyonchoinea,NA,NA,NA,NA,Gyrodactylidae,Gyrodactylus,sp.,NA
BSQ,279,233,1,adult,233.1,Acanthoparyphium spinulosum,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,9.74e-4,NA,NA,species,volumetric; literature (Martin & Adams 1961),NA,NA,NA,6e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Echinostomatidae,Acanthoparyphium,spinulosum,NA
BSQ,280,234,1,adult,234.1,microphallid-assiminea,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77e-8,NA,NA,quantified apportionment,applied relative abundance of mcercs compared to csm),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Microphallidae,NA,NA,NA
BSQ,281,235,1,adult,235.1,Austrobilharzia sp.,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,8.6e-5,NA,NA,species,volumetric; literature (Short & Holliman 1961),NA,NA,NA,1.5e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Schistosomatidae,Austrobilharzia,sp.,NA
BSQ,283,237,1,adult,237.1,Catatropis johnstoni,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,1.2e-4,NA,NA,species,volumetric; literature (Martin 1963),NA,NA,NA,9e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Notocotylidae,Catatropis,johnstoni,NA
BSQ,284,238,1,adult,238.1,Cloacitrema michiganiensis,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,3.22e-4,NA,NA,species,volumetric; literature (Robison 1952),NA,NA,NA,4.5e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Philophthalmidae,Cloacitrema,michiganiensis,NA
BSQ,285,239,1,adult,239.1,Euhaplorchis californiensis,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,5e-6,NA,NA,species,volumetric; literature (Martin 1950),NA,NA,NA,3.93e-5,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Heterophyidae,Euhaplorchis,californiensis,NA
BSQ,286,240,1,adult,240.1,fat cyathocotylid,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71e-7,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Cyathocotylidae,NA,NA,NA
BSQ,287,241,1,adult,241.1,Galactosomum humbargari,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,1.0463e-4,NA,NA,species,literature (description in Park 1936),NA,NA,NA,6.5e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Heterophyidae,Galactosomum,humbargari,NA
BSQ,290,244,1,adult,244.1,hemiurid,trematode,life stage,Family,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,0.00884018,NA,1,species,direct,73.36,NA,NA,6.485e-4,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Hemiuridae,NA,NA,NA
BSQ,291,245,1,adult,245.1,Himasthla rhigedana,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,0.002382,NA,NA,species,literature,NA,NA,NA,6.43e-5,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Echinostomatidae,Himasthla,rhigedana,NA
BSQ,292,246,1,adult,246.1,Himasthla B,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,0.001429,NA,NA,species,literature,NA,NA,NA,2.08e-5,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Echinostomatidae,Himasthla,B,NA
BSQ,293,247,1,adult,247.1,Hysterolecitha trilocalis,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,0.00172883,NA,NA,species,literature,29.12,NA,NA,5.03e-5,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Hemiuridae,Hysterolecitha,trilocalis,NA
BSQ,294,248,1,adult,248.1,Lecisthaster sp.,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,4.84e-5,NA,3,species,volumetric,987.15,NA,NA,4.77e-5,NA,NA,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Lecisthasteridae,Lecisthaster,sp.,Probably L. minimus
BSQ,296,250,1,adult,250.1,Renicola sp.,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,3.1e-5,NA,NA,approximation,set equal to  congener (renc),NA,NA,NA,4.25e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Renicolidae,Renicola,sp.,NA
BSQ,300,254,1,adult,254.1,mc sphere,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Microphallidae,NA,NA,NA
BSQ,302,256,1,adult,256.1,mc unk Bittium,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14e-7,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,303,257,1,adult,257.1,mc unk lg-cirriformia,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,305,259,1,adult,259.1,mc unk pericaridean,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,306,260,1,adult,260.1,mc unk poly,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,308,262,1,adult,262.1,mc vs,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2e-9,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,309,263,1,adult,263.1,mega het,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79e-7,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,NA,NA,NA,NA
BSQ,311,265,1,adult,265.1,Mesostephanus appendiculatus,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,5.2e-5,NA,NA,species,literature,NA,NA,NA,2.88e-5,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Cyathocotylidae,Mesostephanus,appendiculatus,NA
BSQ,312,266,1,adult,266.1,Parorchis acanthus,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,0.003253,NA,NA,species,literature,NA,NA,NA,2e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Philophthalmidae,Parorchis,acanthus,NA
BSQ,314,268,1,adult,268.1,Phocitremoides ovale,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,7e-6,NA,NA,species,volumetric; literature (Martin 1950),NA,NA,NA,3e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Heterophyidae,Phocitremoides,ovale,NA
BSQ,315,269,1,adult,269.1,Probolocoryphe species A,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,2e-5,NA,NA,species,literature,NA,NA,NA,1.26e-4,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Microphallidae,Probolocoryphe,species A,NA
BSQ,317,271,1,adult,271.1,Pygidiopsoides spindalis,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,4e-5,NA,NA,species,volumetric; literature (Martin 1951),NA,NA,NA,3.62e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Heterophyidae,Pygidiopsoides,spindalis,NA
BSQ,318,272,1,adult,272.1,Renicola buchanani,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,3.1e-5,NA,NA,species,literature,NA,NA,NA,2.33e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Renicolidae,Renicola,buchanani,NA
BSQ,319,273,1,adult,273.1,Renicola cerithidicola,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,3.1e-5,NA,NA,species,literature,NA,NA,NA,7.53e-7,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Renicolidae,Renicola,cerithidicola,NA
BSQ,320,274,1,adult,274.1,renic,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,3.1e-5,NA,NA,approximation,set equal to  congener (renc),NA,NA,NA,4e-6,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Renicolidae,NA,NA,NA
BSQ,321,275,1,adult,275.1,small cyathocotylid,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,5.2e-5,NA,NA,approximation,set equal to confamilial meso,NA,NA,NA,2.48e-5,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Cyathocotylidae,NA,NA,NA
BSQ,322,276,1,adult,276.1,Maritrema sp.,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,2.8e-5,NA,NA,approximation,average of several Maritrema from literature,NA,NA,NA,2.6e-5,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Microphallidae,Maritrema,sp.,NA
BSQ,323,277,1,adult,277.1,Stictodora hancocki,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,2.9e-5,NA,NA,species,volumetric; literature (Martin 1950),NA,NA,NA,1.83e-5,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Heterophyidae,Stictodora,hancocki,NA
BSQ,325,279,1,adult,279.1,unk a/sm meso,trematode,life stage,Species,NA,feeding,infectious,infectious,macroparasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83e-7,NA,NA,quantified apportionment,NA,Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Cyathocotylidae,NA,NA,NA
BSQ,327,233,2,parthenitae,233.2,Acanthoparyphium spinulosum,trematode,life stage,Species,NA,feeding,infectious,infectious,parasitic castrator,NA,NA,NA,NA,0.0342,0.01538008,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,4917.62,4510.73002,4.51089355,0.1948366,0.18813051,4.07628864,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Echinostomatidae,Acanthoparyphium,spinulosum,NA
BSQ,328,234,2,parthenitae,234.2,microphallid-assiminea,trematode,life stage,Species,NA,feeding,infectious,infectious,parasitic castrator,NA,NA,NA,NA,4.31e-4,NA,NA,approximation,set equal to csm,NA,NA,NA,2.637e-4,NA,NA,"approximation, quantified ratio",applied relative abundance of mcercs compared to csm),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Microphallidae,NA,NA,NA
BSQ,329,235,2,parthenitae,235.2,Austrobilharzia sp.,trematode,life stage,Species,NA,feeding,infectious,infectious,parasitic castrator,NA,NA,NA,NA,0.03963333,0.0129482,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,660.23,801.533684,4.13676002,0.0288831,0.03772131,4.01763198,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Schistosomatidae,Austrobilharzia,sp.,NA
BSQ,331,237,2,parthenitae,237.2,Catatropis johnstoni,trematode,life stage,Species,NA,feeding,infectious,infectious,parasitic castrator,NA,NA,NA,NA,0.02838782,0.01211641,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,8645.06,12031.0888,4.00163923,0.339564,0.4546952,4.00037627,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Notocotylidae,Catatropis,johnstoni,NA
BSQ,332,238,2,parthenitae,238.2,Cloacitrema michiganiensis,trematode,life stage,Species,NA,feeding,infectious,infectious,parasitic castrator,NA,NA,NA,NA,0.04840876,0.01560866,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,1464.38,1660.58441,4.01981256,0.0795962,0.09019758,4.00744433,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Philophthalmidae,Cloacitrema,michiganiensis,NA
BSQ,333,239,2,parthenitae,239.2,Euhaplorchis californiensis,trematode,life stage,Species,NA,feeding,infectious,infectious,parasitic castrator,NA,NA,NA,NA,0.03361015,0.00927442,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,24295.87,18724.2651,4.97356534,0.9385376,0.86895131,4.25289508,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Heterophyidae,Euhaplorchis,californiensis,NA
BSQ,335,245,2,parthenitae,245.2,Himasthla rhigedana,trematode,life stage,Species,NA,feeding,infectious,infectious,parasitic castrator,NA,NA,NA,NA,0.04403759,0.02085184,19,population,applied proportional mass (Hechinger et al 2009) to local host mass frequency distributions,9310.93,6689.42274,4.00001575,0.588,0.38375154,4.00000172,"quantification, estuary-wide sampling",Kuris et al. (2008),Animalia,Platyhelminthes,NA,NA,Trematoda,Digenea,NA,NA,NA,NA,Echinostomatidae,Himasthla,rhigedana,NA
